Title,Date of Reviews,Reviews,Star Rating
ngawur chanel,22-Nov-23,"Cepat pengiriman barang nya, sayang,agak lain punya temen belom ada transaksi belanja dikasih limit paylater sedangkan yg sudah sering belanja lewat shopee mlh belom dpt wkwkwkw.,",Diberi rating 1 bintang dari 5 bintang
Yayan Julecha Noprianto,6 Oktober 2023,Mohon untuk dilakukan pemotoan yang jelas bila barang sudah sampai d terima dengan pembeli.agar pembeli yang jauh dan di kirim ke rumah bisa tahu jelas bahwa paket itu benar sudah sampai rumah..ini di bukti pengiriman foto selalu gelap... Mohon di tingkatkan kembali untuk persoalan seperti itu,Diberi rating 1 bintang dari 5 bintang
alfa omega,5-Nov-23,"Lambaaaaaat keseringan upgrade dan clean history malah buat lelet double. Respon dari semua coustemer di balas pake sistem. Yg ladenin manusia komputer, pantesan gak ada perbaikan.",Diberi rating 1 bintang dari 5 bintang
Sonozaki Rio,3-Nov-23,"males nya shope tuh lelet pengirim nya.. teruss kurir nya banyak nanya, minta sharelock, udh tercantum alamatnya.. minta sharelock.. udhh harga nya pada mahal.. mending di tik tok barang bagus, murah cepet juga pengiriman nya",Diberi rating 1 bintang dari 5 bintang
Matheo Adriell,17 Oktober 2023,Kenapa harus pake expedisi dari Shopee yg super lelet banget. Sy pengguna ini sudah lama banget yg klo barang yg zonk/jelek yah emang resiko belanja online tp klo jasa pengiriman nya yg super lelet ampun dah... Skrg juga bnyak tambahan biaya...,Diberi rating 1 bintang dari 5 bintang
akbar pristia,11-Nov-23,Udah ga recomended Udah ga bisa transaksi dengan kode a02 padahal ga ada tagihan spay later baik dari akun saya ataupun akun yg terhubung dengan saya Tapi tetap saja gagal transaksi kode A02,Diberi rating 1 bintang dari 5 bintang
rusli anto,30 Oktober 2023,hati2 belanja di shopee sekarang yg bayar cod karena pihak penjual main kirim aja di luar shopee tau2 barang sudah sampai tetapi pesanan tidak seauai pesanan sekedar pengalaman saya beli pompa cuci motor di kirim sandal tidak ada harganya padahal kita sudah bayar dengan harga pomp tersebut.. sudah menghubungi pihak shopee tidak ada titik terangnya.. belanja di shopee sudah mulai tidak beres... kecewa sebagai konsumen,Diberi rating 1 bintang dari 5 bintang
Tiara Sabilla,7 Oktober 2023,"lgi berburu flash sale, tiba tiba shopee produk nya erorr gagal dimuat sama mau nge co semua barang juga gabisa , pdhl jaringan saya stabil ga eror sama sekali, inti nya jadi ga dapat flash sale deh kecewa, mohon perbaiki lagi ya pihak shopee",Diberi rating 1 bintang dari 5 bintang
Selviani Yusel,2 Oktober 2023,"Setiap mau cek out malah begitu ""Akun dibatasi dari aktivitas pembelian dan penjualan karena melanggar kebijakan shopee atau dikarenakan keterlambatan pembayaran shoopeePayLater"".. Giliran mau aktifin akun suruh isi formulir msukan ktp,KK agak ngeri jg masa cuma belanja kaya daftar pinjol.. Kemarin² enak banget belanja..ribet trnyata shopee ga kaya aplikasi sebelah ga ribet... Apk sebelah kk dan ktp cuma buat bayar nanti.. Lah ini buat cod atau transfer masa smpe akunnya pke kk dan ktp..",Diberi rating 1 bintang dari 5 bintang
Oki Adek El Thona,21 Oktober 2023,"Maaf Shopee, iklan dari aplikasi ini sangat mengganggu, saya sedang membuka aplikasi whatsapp tapi sring muncul iklan dri apk shopee ini, maaf min saya berikan bintang 1,karena memang mengganggu sekali, sampai skrg iklan itu masih ada, saya sedang berkeperluan penting mengetik hal2 di whatsapp tetapi selalu muncul iklan Shopee ini, next bisa diperbaiki min ikan nya dikurang i",Diberi rating 1 bintang dari 5 bintang
hamba tuhan,26-Nov-23,Ka tolong itu perbaiki fitur chat penjual ga bisa digunakan. Tulisannya fitir tidak tersedia. Nanti saya ubah kalau sudja bisa digunakan,Diberi rating 1 bintang dari 5 bintang
SAMSUNG SM-N910S,21-Sep-23,"Masih lebih bagus TOKOPEDIA. Di Tokopedia ada batas waktu penjual untuk kirim barang yaitu 2 hari. Ini di shopee penjual tidak kirim barang sampai 4 hari, saya ajukan pembatalan di tolak. Shopee tidak bisa melihat mana yg salah dan mana yg benar. Saya sangat² kecewa, dan ini terakhir kalinya saya belanja lewat shopee. Setiap seller di shopee pasti saya tanyakan punya lapak di Tokopedia atau tidak, kalau punya saya order di Tokopedia, kalau tidak punya yah saya tidak jadi order.",Diberi rating 1 bintang dari 5 bintang
Zhellond Red,3 Oktober 2023,"Ngebug mulu, sudah upgrade malah foto komentar pada hilang gak mau muncul. emang ini aplikasinya jelek sekali kadang ngeblank sampe mati hpnya. Yang jadi masalah aplikasinya bukan hpnya emangnya aplikasi shopee ini kalah sama genshin impact.",Diberi rating 1 bintang dari 5 bintang
Jordan Mekel,13 Oktober 2023,"saya kasih bintang 1 karena, paylater sudah tidak bisa digunakan lagi, dibekukan sudah setahun lebih, padahal saya tidak punya tunggakan, terlambat bayarpun hanya lewat 3-5 hari, itupun baru 2 kali, sampe bolak balik kantor OJK tapi semuanya dahh lama lunas, sudah hubungi cs berapa kali tapi tidak membantu sama sekali, mana limitnya udah gede tapi tidak bisa dipakai, sama aja gak guna, beralih ke aplikasi lain aja, males bet shopee 👎",Diberi rating 1 bintang dari 5 bintang
Info Borneo,25 Oktober 2023,"Pelayanan cs dan kurir sangat buruk tidak menyelesaikan masalah, apalagi menggunakan SPX sangat lama dan kurir tidak punya atitude saya komplen paket lama sampai malah di maki2. Saya menggunakan shope sudah 5 tahun sampai jadi member gold, untuk selanjutnya tidak akan menggunakan layanan shope dan spx. Kalau manajemen shope seperti ini terus saya yakin banyak yang akan mengajukan penghapusan akun",Diberi rating 1 bintang dari 5 bintang
Still Black,19 Oktober 2023,"Sederhanakan saja prosedur pelaporan penjualan barang palsu segera audit Toko Toko Nakal yang Suka jual barang Bodong. Contoh: 1. Video Promosi barang tidak sama dengan produk di keranjang penjualan. Atau Foto barang Toko yang dijual tidak sesuai barang yang dikirim. 2. Toko harus di Verifikasi ulang, adaptasi cara verifikasi akun baru aplikasi Seabank, kompilasi data harus baik sehingga deteksi dini toko penipuan bisa cepat, jika terbukti Blokir pemanen merujuk data wajah, email, IMEI dll.",Diberi rating 1 bintang dari 5 bintang
Salsa Billa,6-Nov-23,"Shopee kok sekarang banyak bug nya,apk nya sama sekali gak bisa dibuka,padahal mau cek pesanan yang ada di shopee",Diberi rating 1 bintang dari 5 bintang
Nora Wijayanti,20-Nov-23,"saya tidak bisa download video d aplikasi shopee padahal udah d ambil dari crhrome, d shopee saya tidak ada titik 3 di kanan bawah video, kenapa begitu kk?? 😭😭😭",Diberi rating 1 bintang dari 5 bintang
wingky,23 Oktober 2023,Ada 2 masalah. Pertama saat pengajuan pengembalian uang. Saya udah membuat video segala macam di yt. Karena barang gak sesuai. Eh pihak shopee malah mendukung pedagang as*. Yang ke 2 . Pengiriman lambat. Saya dari pati. Sementara paket dari kudus. Sangat kecewa pake shopee expresa. Yang dari kudus kenapa harus di sortir di semarang. Kan tolol. Biasanya saya pake jnt cuma 1- 2 hari. Ini pake shopee express sudah 4 hari belum sampai.,Diberi rating 1 bintang dari 5 bintang
ade leaf,4 Oktober 2023,"Toko online ga bagus, pelayanan cs sama jasa kirim nya ngaco, klo telat bayar kita kena denda, tapi klo barang telat sampai cuma minta maaf ga ada kompensasi, ga ada tuh yang namanya puas belanja disini, lebih baik cari toko online lain deh",Diberi rating 1 bintang dari 5 bintang
inao_ Ruino,5-Nov-23,"Sejujurnya saya sangat menyukai shopee untuk berbelanja dengan barang yang ada di luar negeri, tapi itu dulu. Semenjak produk luar negeri di blokir, aplikasi shopee di hp saja jadi hanya sebuah panjangan dengan selalu ada kendala yang sangat menyebalkan. Jika dibilang kecewa, saya kecewa berat. Tidak ada yang menarik lagi di shopee, dan saya berharap shopee membuka blokir produk luar negara lagi. Tidak ada selera sama sekali sekarang saya belanja di aplikasi ini. Sungguh mengecewakan",Diberi rating 1 bintang dari 5 bintang
Agilang Sastra Wijaya,29 Oktober 2023,"Aplikasi nya sangat bagus , tapi sayang bego pembuat nya tidak bisa bikin apk nya ringan ramah di semua hp , apk nya berat ngebag parah , belajar lagi ya kok sekelas profesional begini aplikasi nya berat berat .... hapus saja ngerusak HP",Diberi rating 1 bintang dari 5 bintang
Sanriez,24 Oktober 2023,"Maaf bintang saya turunkan. Member Shopee saya dari classic menjadi gold.. Dan skg turun ke silver. Sama sekali dari awal ga dapat layanan shoope paylatter / shoope pinjam. Padahal disni saya juga lagi jualan dan sangat membutuhkan paylatter/pinjaman buat mutar modal. Kecewa disini. Kalau dapat fasilitas itu, saya kasih bintang & saya tetep stay di Shopee ga ke apk lain. Terimakasih",Diberi rating 1 bintang dari 5 bintang
Lailatul Badriyah,11 Oktober 2023,Minta tolong buat shopee 2x barang aku gak sampe rumah. Tpi di shopee barang sudah sampai padahal di foto (yg di foto kurir buat laporan terkirim)jelas bukan alamat aku. Kenapa bisa begitu Heran banget awal aku bodo amat karna harga murah tpi ini gak bisa bodo amat. Di cek lagi dong untuk kurir kurir yg gak bisa amanah. Klo foto dan alamat beda tolong di proses. Seperti kita upload ulasan foto burem gak di terima. Ini kurir upload foto burem dan alamat beda masih bisa di terima. Gimana nih,Diberi rating 1 bintang dari 5 bintang
Rifa Hfer,15 Oktober 2023,"Aku sebenarnya suka banget sama aplikasi ini awalnya tapi nggak tahu kenapa waktu pas pakai shopeepay awalnya enak si dapet diskon dll. Cuman ga tau knp uang aku di shopeepay tu berkurang terus dan akhirnya aku selidiki ternyata uang aku itu masuk ke pembayaran yg sama sekali aku ga ngerasa bayar nih, contohnya tu aku buka google nih, terus nemuin situs yg berbayar, nah di situ aku ga ngerasa ngasih verifikasi untuk pembayaran tapi uang aku udah langsung hilang aja😓 minta tolong solusinya🙏🏻",Diberi rating 1 bintang dari 5 bintang
Bang oyon,12 Oktober 2023,"Sistem pengiriman yang sangat lama, untuk yg berada di pulau kalimantan tidak bisa sameday atau nextday, yang reguler saja sangat lama, suka mundurin tanggal estimasi sendiri, opsi pengiriman tidak ada yang cepat dan tidak konsisten.",Diberi rating 1 bintang dari 5 bintang
Isatir Rodiyah,1 Oktober 2023,"Sebenarnya udah bagus apk nya, tapi lama banget loading nya padahal sinyal, data, cache berjalan dengan baik. Hanya sophee saja yg kek gini, apk yg lainnya lancar",Diberi rating 1 bintang dari 5 bintang
Irene Kezia Anantta,19 Oktober 2023,"Dari dulu sampai sekarang benar"" ga ada perubahan sama sekali. Percuma cape"" rutin isi survei orang survei nya aja ga pernah ditanggapi. Proses pengembalian dana lama sekali butuh waktu sampai 5 hari, terus proses pick up barang juga lama sekali sampai butuh waktu 7 hari. Customer Service juga ga ada bantu sama sekali cuman biasanya minta maaf doang. Benar"" deh shoppe kecewa banget. Besok"" ga usah repot"" adain promo deh di tv, sok gratis ongkir, padahal pelayanan nya aja masih buruk banget kacau",Diberi rating 1 bintang dari 5 bintang
Kadar Utomo Bakrie,15 Oktober 2023,"pelit bener sekarang, dulu kalau bayar tagihan listrik dll dapat cash back sekarang gak pernah... main game shoppe yg tadinya ada bonus nyawa sekarang dihilangkan... belanja di shoppe sekarang kl lg low budget aja cari gratisan ongkir COD... selebihnya ke aplikasi warna ijo banyak promo dan cash back koin...",Diberi rating 1 bintang dari 5 bintang
Sonia Febiani,15-Nov-23,"Pengiriman buruk melebihi ekstimasi, spx ternyata terkenal buruk dlm pengiriman saya kapok pakek jasa ini. Sudah bayar disuruh nunggu terus paket belum datang2 lama bgt dikirimnya cocok bgt dikasih bintang satu sama kyk pengirimannya juga buruk!",Diberi rating 1 bintang dari 5 bintang
Herni Susilowati,5-Sep-23,"kemarin aku kecewa hari ini teman ku kecewa pakai akun shopee aku,sekarang shopee semakin gak jelas kualitas barang nya,harga promo dan gratis ongkir juga percuma,kalau barang yang di kirim gak sesuai pesanan,yang dikirim barang barang rijek barang yang gak laku di jual.! kecewa banget aku sama shopee,bikin kapok belanja",Diberi rating 1 bintang dari 5 bintang
Atikah Harumi Hasibuan,18-Sep-23,Cs nya bener bener payah. Padahal saya platinum member. Gak bisa checkout pake shopeepaylater bukan karena shopeepaylater saya ya bermasalah. Tapi jawaban juga memang lagi ga bisa kak. Dicoba metode bayar lain aja. waduh terus shopeepaylater gue ga di cari tau kenapa gak bisa checkout. Udah mana app lemot banget. Sampe install ulang app. Dah parah nih Shopee. Apa pindah lazada aja kali. GAK BANGET!!!!,Diberi rating 1 bintang dari 5 bintang
Shugi Perwira,9-Nov-23,"Bagus, tolong dong algoritma toko saya di tingkatkan soalnya pemasukan tidak sesuai sama biaya iklan bermacam fitur promosi pun udah saya coba. By Masyam Official Store",Diberi rating 1 bintang dari 5 bintang
Tejavu,27 Oktober 2023,"UI nya terasa berat, Kirim OTP super LEMOT, loading lama. GANTI HAPE TERBARU HIGH END PUN SAMA AJA. Emang bayaran ke pihak SHOPEE ke programer berapa sih? Sekelas shopee kualitas UI nya jelek banget. Beda ama toko hijau dan aplikasi sebelah.",Diberi rating 1 bintang dari 5 bintang
Adhitama Prasetyo,2-Nov-23,"Tolong di shopee pay later, bisa bayar duluan per item kayak di aplikasi blibl!. Disini malah kalau mau bayar duluan harus sepaket.",Diberi rating 1 bintang dari 5 bintang
Radhyva ahmad,25 Oktober 2023,"Bisa gk sih iklan nya dihilangin, ganggu banget dah,enak2 lagi lihat video malah iklan shopee,lagi main malah iklan Shopee, tolong lah kalau gak butuh aplikasinya ya biarin lah, jangan malah di iklanin trus, apk paling menyusahkan",Diberi rating 1 bintang dari 5 bintang
antika fandi,24-Nov-23,"Agak stress skrg. Dulu sering bgt beli paket data disiini dan langsung masuk. 1bulan yg lalu beli gaada masuk aku kira sistem error', seminggu kemudian beli lagi, ku kira masih error'. Dan kemarin beli lagi, ternyata emang stress. Kalo ada bintang setengah2 ku kasih aja bintang setengahnya. Bikin rugi aja",Diberi rating 1 bintang dari 5 bintang
Asto channel. com,18 Oktober 2023,"Sekarang shopee jadi lebih lambat, lalu voucher gratis ongkir nya susah banget buat dipake ga kaya dulu, pengiriman terlalu lambat tidak sesuai estimasi, apalagi pakai shopee express ga rekomendasi, terus yg paling mengganggu itu fitur video pendek yg isinya kebanyakan produk underwear cewe yg ga pantas, ga tau kenapa semoga diperbaiki",Diberi rating 1 bintang dari 5 bintang
Dwi Findiana,17-Nov-23,"Shopee Makin diupgrade bukannya makin bagus malah makin jelekkkk, dipake buat bayar jaringan gangguan terus padahal buat lainnya lancar² aja hiks",Diberi rating 1 bintang dari 5 bintang
Siti Nurul,3 Oktober 2023,"Loadingnya bikin kesal, Udah gitu pernah baru sekali pesan di Shopee ada harga 1 rupiah dan jadi seribu, dibatalin reseller malah akun dibatasi, ini palsu itu yang order apa yang promo , lebih baik gak ada tuh promo. Niat coba2 eh akun dibatasi karena pesanan dibatalkan pihak Shopee. Dan setelah di cek ada alasan pesanan palsu segala.dan emang pas udah pembatalan langsung ada pemberitahuan begitu . gak kayak sebelah mau dibatalin sama pihak sendiri atau aplikasi gak ada istilah itu",Diberi rating 1 bintang dari 5 bintang
Rima Dwi Nur Apriliani,24 Oktober 2023,"kecewa si sama toko yang ada di shoppe, ada toko yang kirim barang sampai kedobel dan akhirny barangnya nggak di kirim sudah 3 mingguan nggak ada respon baik dari tokonya hanya mengulur waktu nggak ada kembalian uang, buat admin shopee mohon lah toko"" yang menjual barang nggam bagus atau penipuan di tindak lanjuti meresahkan member shopee yang biasa beli di toko shopee😑",Diberi rating 1 bintang dari 5 bintang
cecep cah soekra,15-Nov-23,Aplikasi ea bodo bgt...masa cari mimis senapan angin gak ktmu..smpe d poto gambar tmpt perluruh ea....aplikasi gak bisa baca...yg pnya aplikasi tau foto foto artis...foto konsumen ea d abay kn...bodo bgt,Diberi rating 1 bintang dari 5 bintang
RUK NAWED,14-Nov-23,"Akun saya gold, baru kali ini kecewa dengan kurir si cepat.. Dan mungkin ini pembelian terakhir saya di shopee. Dan akan aku hpus apk",Diberi rating 1 bintang dari 5 bintang
KORO SENSEI,13 Agustus 2023,"Aplikasi lemot seharusnya tidak perlu diberi fiture video reel, atau fitur untuk live. Gunakan saja media sosial yang ada seperti YT, TT, IG atau lainnya jangan terlalu memaksakan. Untuk pengiriman saja yang seharusnya lebih di perbaiki setiap campaign pengiriman lambat. Kasihan penjual dan pembeli yang kena dampak parahh. Bayangin aja udah hampir 9 hari belum datang. Pasang iklan sana sini sanggup masa memperbaiki sistem pengiriman nggak selesai selesai. Sekian dan trimakasih",Diberi rating 1 bintang dari 5 bintang
SD Maid,26 Oktober 2023,"Siapa bilang shopee dari dulu sampai sekarang tidak ada perubahan , enakan dulu bisa belanja barang dari luar negeri , kalau sekarang barang dari luar negeri di blokir dari pihak shopee , tapi kayaknya bukan shopee nya yang salah tapi sistem pemerintahan kita suka produksi barang jelek tapi mahal , beda dengan luar negeri barang bagus harga murah , makanya Indonesia kalah bersaing dan akhirnya barang dari luar negeri di blokir dan terjadi dan terjadi lagi pembodohan masal 🤣",Diberi rating 1 bintang dari 5 bintang
ANI YUARTI,24-Nov-23,Akun ibu saya ga pernah aktifin atau pake s pay later malah dari shopee nya bilang akunnya dibatasi krn ada keterlambatan pembayaran s pay later.. tolong dong solusinya admin ini akun ibu saya ga bisa beli barang apapun..,Diberi rating 1 bintang dari 5 bintang
